user_name,comment
fahmisetyawann,ie lin jelemana
dimasafriana212,"males ah, orang saya juga gabisa bedain mana salah dan benar  ????????"
nasbrowbaik,"emang kalo keluarganya polisi bebas berbuat apa saja ya, ??"
arsetrovegas,"perkaranya sudah P21 dari bulan Maret sudah dilimpahkan ke kejaksaan sudah sidang juga tinggal menunggu vonis hakim,,di kepolisian sudah mendapat keadilan tinggal tahapan selanjutnya di kejaksaan dan Hakim memutuskan,,punten dek jangan kemana mana"
dwi_alhkmwti,sabar bun
apriliantideva,"kesel,emosi gua sebagai perempuan ga terima ih. Traumatic para korban bisa sampe kapan coba ilangnya"
dmsptr28,sikaaat dev ??
inpopandeglang,"mana katanya   buat posko perlindungan anak & perempuan,tapi malah ngebela pelaku"
ayiii4_,grgttt ya teh terlalu meremehkan mental health seseorang
apriliantideva,"sekeren, sekaya apa si laki lakinya penasaran gua mah"
dmsptr28,sekeren arjuna bawa tombak dev
apriliantideva,"iyah, dikira mental orang bisa sembuh sehari dua hari apa"
apriliantideva,ooh apa bakingannya yang kuat??
apriliantideva,tolong dibantu keadilannya dong ibu bapak
ayiii4_,pdhl bisa trauma seumur idup'
alfakirjurnal,"moal didenge teh , karehel ieu"
nasaosime,ig nya apa spill dong
shoesmedicine,ada di komen atas ka
dunand_id,Cenah nyah teh
d.daeseaa,"sanes cenah dei, tos kanyahoan a bapak na eta sudah almarhum mantan kadis dlh pandegelang"
ifanmaulana03,Iya tapi status kemahasiswaan nya tertulis HILANG
d.daeseaa,ku kaciri jasa jelema te benerna
dunand_id,Cenah nyah teh
ditahardiyansyah,??
itsme_jall03,jaman sekarang uang adalah segalanya yg slah pun bisa jdi benar
denny_danillo,yg bener? .. Colek
inpopandeglang,"ditwitter sudah dispill tuh harta benda si jaksa,lihat story"
rostati.bukuanak,sepakattt
diki_latu_har_hari,"pernh suatu ketika nyuruh anak tersebut baca istigfar (dgn nada lembut ""jang coba  istigfar dulu"" ) krn dia dtg telat dan berusaha kabur. Langsung guru na di ajak gelud di surung2 smpe di dipisahin kesiswaan dan satpam."
egiyatna,berani bayar berapa kalo kasus ini berhasil saya damaikan. Kurang lebih begitu obrolannya pak wkwk
andridarmaa,"uda viral skrg, semoga bnran dibersihin pejabat yg disogok semua dan pelaku kena skrg. Biar tau kalo media power lebih kuat dari money power."
sxhhx13,"sebagai netijen ,cepat viralin ,,gemesh pn nyubit ginjal nua ??"
ian_sah,murid tah?
mawardizone,up
vellavelisa,up
inpopandeglang,"ancaman pembunuhan,pemerasan dll,pasal berlapis"
wikameiastuti,uppp !
juan.abdllh,upp
reodh,up bang.
fitriyana.1995,tolong bantuannya
sflunadalish,org mana si dia?
llinkarr,rumahnya di Cigadung
yuuhuu06,deket dong
poerwa.xa,cigadung mana bro?  kenal teu?
ajusajah,te kenal bos urang mah
nnbilaawdwt,teh knl?
boing_el,kirain ganteng anjir??
sugarr.baby_,hih netizen
anangma.ruf_,awas video dia kasebar nad
sugarr.baby_,aya geh video dia nang wkwk
alwanwhydn,sok di jelaskeun ka anang kumaha ceritana??
anangma.ruf_,nad si  suka cenah kadia
alwanwhydn,paling gabisa soal suka ceunah ka anang????
sugarr.baby_,hah gman gmna
dery_mubarok,teu iluan nang kan aing mideokn doang
zatturaa_,bukan gua itu a wkwk
riobagussatrio,??
aldi_maulana135,kalakuan si
riobagussatrio,aslinaa wkwkwk
aldi_maulana135,"si eta mah korban Jo ,bukan pelaku"
riobagussatrio,alaah siaa boy ??
aldi_maulana135,"Pandeglang deui Bae ,aneh ??"
riobagussatrio,pelan2 pak supir??
sofiamakeup.organizer_,nih gimana nih.....
ayiii4_,"pdhl samasama cwe ya teh apalgi dia seorang ibu, bisabisa nya disuru mengikhlaskan/memaafkan cenah"
sofiamakeup.organizer_,iya gapaham harus memaafkan karena di hubungkan dgn masalah kejiwaan aku gatau mental nya s tth korban ini ihh keselll??????????
sofiamakeup.organizer_,"tenang teh hukum karma berlaku mungkin si ibu Kejari pdg yg terhormat,,,,, ga merasakan nya  tapi dia gatau ada anak cucu nya .... Hukum alam sama timbal balik berlakuuu bukan doain yang buruk"" tapi ya mmng kenyataannya s ibu nya yg keterlaluan"
herayanti1,ayo bantuin dong
iqballibnu,penegak hukumna jiga kontol
rahmanwahid__,ramein ah
rahmanwahid__,gass
andreazalf,ngarasa jagoan pandeglang??
nadyaanalf,dari jman sma emg si cowo sosoan jadi jagoan sii
adamsyaron46,jagoan itu lawan nya cowok lagi bukan berani sama cewek??
iqbal_firmansah10,adik kelas lu pada ituu haha
andreazalf,hee adkel lu juga wey ahahah
nadyaanalf,tidak terdaftar sbg adik kelas si pelaku mah wkwk dah di kick wkwk
iingandrisupriadi_88,siap teh kita kawal sama2 ya
lindahutapia,"siap pak dewan. Trmksih sdh mendengarkan masukan dr kami. Semoga pemkab Pandeglang diberikan kesehatan, kemudahan utk melindungi, mengayomi dan melayani masyarakat. Aamiin Yra.."
fitri.handayani05_,hebat maneh lin ??
lindahutapia,cocok teu jd sekretaris dewan (sekwan) wkwk *halu..
nazrul_wahid,sikat kang
novitayanti000,"beneran? Saya orang jatim, jadi ngeri liat hukum pandeglang"
yovtrash,parah si wa
adenalhusein,tong kitu wak allah mah teu suka ihh??
yovtrash,tapi kamu suka kan??
adenalhusein,"sejauh ini, ini yg paling jauh siiih. Emg bolee sampe sejauh ini wak?"
yovtrash,panjang panjang orang baik????
adenalhusein,plan plan pak supirrr
lan__oni,anaknya alm anwi pemkab
ayunasn,bisa juga sih ??
kaerlngga_,"aku nya di privat, di bio nya "" Saya minta maaf"" Wkwk"
achmadsaefudinas,dengan se adil adil nya.
nuyyyyyyy___,nii ig tersangka
yayu_79,????????
aldamaulida10,amin
radenfahrizal,katanya ini
ragilagus__,ni bang
ilhampzh,gass cuy bantai??
amih_ezaz31,niihhh
rezapermanaputraaaaa,kelazz min ????
reinardy.reizza,Report aja ga si gaes
uswatunhsnhh,anwari husnira
via_bachroh15,"Iya bib, bukan ente"
ghalibatunnisaturrahmah,"i ??u Kak, anestesi Kk berani dan muliaa??"
arline_alin2510,akwkwk bagus
stevevay28,spill donk jaksa nya  biar di monitor pak  pak    kasus REVENGE PORN melibatkan anak penguasa
agung_cahyana28,iya saya mau bertanya aja takut saya salah nilai
agung_cahyana28,owalah bener bener
loveatsx,njr??
irfan00_00,Iya bukan
agung_cahyana28,soal nya suka bingung sama yang pacaran mereka yang ngelakuin mereka yang nyebar
agung_cahyana28,Astaga guabga kenal bang gua cuman masih bingung
agung_cahyana28,pemerkosaan
irfan00_00,Oalah. Kyknya netizen salah paham sama komentar lu. Netizen kira lu nanya gtu karena ad hubungan sama postingan diatas. Dikiranya lu berpikiran kalau kasus di atas didasari suka sama suka.
kangsiomay31,"ini pelakunya , bib liat nih bib"
agung_cahyana28,pea wkwkw
agung_cahyana28,santui wae wkwkw
tiaoktaria92,iya pada saat itu emg sama sama suka. Tp harusnya dalam keadaan sama sama sadar bang.. Kalo org ga sadar mah ga ada kesepakatan keduanya istilahnya mah. Mana di REKAM TANPA IZIN dan PENGANCAMAN mau di sebarkan. Banyak amat pasalnya ??
agung_cahyana28,pada baperan nanya dulu ke apa dulu ke ampun
agung_cahyana28,ya ya ya udah udah bubar
imind_real,"eleh sire keh Gung,wakeh sing ngedumel kuh akhire cuman gara"" salah perihal ??"
riiico.ds,wis nyimak be mang ora ngerti mah
agung_cahyana28,bubar bubar
agung_cahyana28,siap pinterrr??
agung_cahyana28,iya syaang iya udah maaf
khairinakr_,dr treat di twitter ditulis kalau dia direkam melakukan asusila dalam keadaan tidak sadar bang. Berarti perkosaan
yusufhaqqi16,"""mungkin"" aja nih ya, hubungannya toxic, jadi semisal gak mau ngelayanin ancaman nyebarin vidio itu, kurang lebih begitu"
agung_cahyana28,iya iya bang udah udah gua udah ngerti wkwkwk
allybbi_,sebaiknya kalau ada berita kekerasan seksual kita berpihak kpd korban dan tolong utamakan rasa empati
agung_cahyana28,iya bang iya terserah lu pada wkwkw
rantothekillerextreme,??????
agung_cahyana28,wkwkwkw
moha_rizqi,tolol
ardiansyah.gobray,"kebanyakan korban rudapaksa itu karna salah pergaulan bg,dulu pacar Abang saya jga di rudapaksa sama temanya waktu di ajak nonton padahal dia sendiri punya pacar"
momovallo,gunanya membaca apa ngab.?
raisya_cha2,zina mang termasuk nya??
abanx_muhaii,udah istirahat cuci kaki tidur. Baca doa dlu
me_nurrahmaainii,"iya itu kan emang di paksa dan cewenya ga sadarkan diri bang , budayakan literasi dong bang itu ceritanya jelas padahal??"
yondaimehokage09,apa mungkin ini orang juga melakukan hal yg sama?
parisparfume.official,bisa jadi wkwkwk
leftishgun,goblog
anugraha.d,"ya lu di videoin, trus diancem pmbunuhan... Kan klo msih anggep itu sma2 suka brarti ada kelainan jiwa.."
syifa_20r,kalau ngetik bisa gk pake otak? Gk bisa baca dri gambar yg udh tercantum? Kalau ngmng lempeng banget!!
nasi_liwet_tangerang,iya Asu itu penjarain aja
nasi_liwet_tangerang,?????? double dong kasihnya????wkwkwkw
nasi_liwet_tangerang,Ijin follow ya suhu....
muhamadirfan271094,"gpp , pas bgt hari idul Adha berbagi 2 kiriman berkah banget ??"
achmadsaefudinas,@ wihhhh nasi liwet jadi laper ikan asin + tahu tempe sambal terasi di cocol keluarga sekebun sayur asem.  Tali kalo di penjara mungkin ga bisa kali yah makan makanan ter enak ini.  SELAMAT DAN SIAP SIAP UNTUK SE EKOR ALWI ANDA AKAN MASUK KANDANG. Hahahahaha
maxseranopiot,ia loh kok bisa yah centang biru followers nya dikit ????
muhamadirfan271094,itu centang birunya HDC om ??
maxseranopiot,wkkwkwkwk ternyata centang biru ada HDC nya juga takira cuma l.epon doang????
myusuf.insta,supercopy bang ??
muhamadirfan271094,"ah ga jauh nih main nya , teknologi apa sih yg gabisa ??"
maxseranopiot,"aku anak rumahan kak ,hgag bole main jauh takut di culik Tante katanya ??"
nasi_liwet_tangerang,hahaha gitu ya bang???? boleh lah
02.syyr,??
igoy_25,terjadi lagi di Pandeglang ya a ??
nandakurniawaan,teangan a teangan si alwihusen
nandakurniawaan,??????????
igoy_25,ntar nunggu ketangkep ??
ff_fitra,untung aku mh orang kabupaten cadasari
aim.escobargaviria,"udah pemekaran yah, nih bupatinya ??  ??"
nungnurjanah13,"waduhhhh ngapain ngetag"" akoooh ???????????????"
aim.escobargaviria,"wkwkwk, ga da hubungan ama yg di postingan teh, itu si fitra katanya untung dia mah bkn org pdglg, tp org kabupaten cadasari, makanya lgsg ditag bupati cadasarinya ??????"
nungnurjanah13,"inshallah cadasari aman terkendali,,,,??"
rarahawrana,??????????
agusependi,bukannya Pandeglang itu Kabupaten ya ??
aim.escobargaviria,pandeglang itu provinsi bang
safarrayan_,rill coy
fenyanisa04,ijin kutag teman teman..
abdurrahman_ghofiqi,allah ga tidur smua Akan ada balasan nya. Semoga bisa di jadikan pelajaran oleh kita semua
abdurrahman_ghofiqi,insyaallah tentu smua yg berlaku akan ada balasan nya . Mungkin di dunia bisa lolos tapi di akhirat ga kn bisa. Kejahatan yg di lakukan pasti akan ada imbas nya . Paling tidak hukuman yg di dapatkan pelaku adalah hukuman sosial yg bisa berdampak luas bagi dia dn keluarganya.  Di kucilkan di masyarakat dan bisa jadi banyak orang yg ga kn suka dengan dia dan akhirnya ketika mau kerja kuliah dan lain sebagainya dia kn kesusahan krna Image nya sudah terkenal buruk
oh_misri,tetangga nya ya lo??
vikvirgiawan_,Spil dong
mfdzfrds24_,"lah, info kek gini udah viral bro di medsos. klo lu kenal orgnya ajak² gue ngopi santai ??"
oh_misri,iya nih kan lo tau bapak nya udh meninggal dan pernsiunan pejabat DLH spil dong??
lussieztunnisa,apaan yg harus di spill si ?????? info ginian udh rame di twitter juga ko galak
oh_misri,Waduh duene gh fecebok nong ora bise ngomenin apa kuwen arane tewitr??
bang_botra,ibu  pak
raisya_cha2,otw luur
dagar_id,di gmbog
riyooysz,ex pejabat nya siapa jo wkwk
krismonicasaef,haha saya DM ko langsung di blok ya?
nabe_wong,kabarin kang??
enjoiii.dok,ikut bang gua siap bawa balsem nih??
ratuegang_26,gue mau bakar ko**l nya biar kapok anak settaaa**n itu pelaku
harr_ynwa,waduh bisa gtu ya. Gabahayatah
nuriamsj99,toel dulu  ??
fajar1kali,bantu up
kangsiomay31,"bantu up mba   , tulang  , abangda"
deni_supriyadi37,dah lama ilang...
iamfaxx,??
hilal_4920,keadilan bagi seluruh yang berduit??
alesio_vuzi_27,haha anda betul ??
iamfaxx,jadi pengen deh punya duit segudang ??
z.abidinprof,keadilan sosialita x. Kan udh ganti masa.
iamfaxx,masa sih mas? Ada di UUD pasal berapa ya ??
iamfaxx,??
egi.wahyudi11,sebelum hukum pengadilan bisa kali di hukum masyarakat dulu. Kan adil hehe
iamfaxx,waduh sepertinya saya harus rapat terlebih dahulu dengan instansi masyarakat ya kak ??
egi.wahyudi11,boleh. Biar berlaku sila ke 5
iamfaxx,tpi perlu bukti² dan saksi yang konkrit loh ga sembarangan ??
budi_laksono15,"hahaha, hanya slogan"
iamfaxx,iyaa ??
tatuzahrotuluyun95,"Gak ada alasan pembenar seharusnya, apa yg dilakukan tetap salah. Tp balik lagi, namanya keluarga pasti membela. Itu hak mereka, biar fakta hukum yg bicara.."
heyrosid,"iya betul. pembelaan adalah hak semua rakyat, terlepas dari itu penganiayaan dan pengancaman itu tidak di benarkan dan harus di hukum sesuai pasalnya."
piwastagram,klo pun itu suka sama suka tetep ga boleh disebar apalagi dijadikan alat buat ngancem begitu
heyrosid,betul. hukum harus tetap berjalan sesuai pasalnyaa
anugraha.d,"mana ada kya gitu.... Klo keluarga bela pelaku ya mmg banyak... Bayangin aja slama 3 thun kroban tertekan, stress, diperas...untungya gk smpe bunuh diri"
heyrosid,"iyaa itu pembelaan dari keluarga yg saya baca di twett, semoga hukum nya adil"
inpopandeglang,"itutuh bulshit,korban di perkosa dalam keadaan tidak sadar/ drunkrape,"
aslestari,", bukan masalah video itu d buat itu udh jelas salah Pointnya  video di sebar Adanya intimidasi Pemerasan terhadap Korban Di tindas  selalu di paksa dengan kekerasan benturan dan ancaman pembunuhan , Korban juga sudah tidak ada Org tua ya yatim piatu Harusnya PELAKU ITU EMPATI bukan terus menyerang"
heyrosid,"iyaa itu yg saya baca di twett pembelaan dari keluarga YBS, semoga hukum nya adil sesuai pasalnya"
mybabygirllllllll,"Adu ngakak baca ini, suruh pada tanya ke sahabat alwi nya gihh????"
emuamarslimaida,tentu tidak boleh.
heyrosid,penganiayaan dan pengancaman itu di perbolehkan kan?
mybabygirllllllll,diperbolehkan gmn ??
heyrosid,lu nyuruh nanya itu maksud nya apa? membenarkan?
lenialthafunnisa,menurut ku itu tetap salah..mau suka sama suka atau apapun
heyrosid,lu ngakak kenapa? gua tanya.
nidawkwk,"yaa bener, itu poinnya.terlepas dsri hal apa yg mereka lakuin, penyebaran itu yg ga di benarkan"
heyrosid,betul...
mybabygirllllllll,"ngakak baca steatment dr klg pelaku itu, heran bgt wkwkwkwk. ko bisa memutarbalikan dan ga masuk logika. “ belum disebar” terus vidio yang lagi dikasusin apaan???? kasian korban"
bani_husni,temennya pelaku ya
heyrosid,buset... coba bang kasih tau dari komen gua dimana yg mendukung pelaku?? lu baca poin nya gaa
heyrosid,"nah itu yg gua bahas dari statement YBS, katanya vidio dibuat suka sama suka nah kalo itu bener  yg jadi pertanyaan gua nih..apa boleh melakukan revenge porn dan melakukan penganiayaan yg jelas-jelas YBS salah melakukan pengancaman.."
arismn05_,nama nya manusia
heyrosid,nih temennya wkwk
ahmad.mujani,"kalaupun benar seperti itu, tetap tidak boleh ada revenge porn, pengancaman, mendorong untuk Bunuhdiri dll"
variss_syahputra,"mohon maaf sebelumnya, apakah benar korban itu yatim piatu? Apakah  anda itu  teman dekatnya atau tau dari berita?"
heyrosid,betul.. itu poin yg saya komentari
syahrul.0309,orang mana cid korban nya
wissskuy,apa nama Twitter nya bg?
heyrosid,@ partaisocmed @ mazzini_gp
muse_on_fame,"videonya diambil ketika korban tidak sadarkan diri. dari situ saja sudah salah terlepas saling suka atau tidaknya, ini malah ditambah dgn menyebar luaskan video tersebut. semoga bisa diberi hukuman yang seadil-adilnya mengingat korban tidak hanya terluka secara fisik namun juga mental (ada bukti berupa hasil diagnosa)"
heyrosid,"betul.. itu poin nya terlepas dari benar atau salah tentang statement dari keluarga terdakwa, penganiayaan dan pengancaman itu tidak di benerkan dan ada pasal nyaa"
muse_on_fame,"bener, harus terus dikawal sampai pelaku mendapat hukuman yg setimpal dgn apa yg diderita korban selama 3 tahun"
wissskuy,udh di hapus kyk nya
roymart61,teteh cantik juga dari Untirta ya
rreztianjani,"biarin aja keluarganya mau ngomong apa, namanya juga buat ngebela... yg pasti harus mereka tau, masyarakat ga seb*doh itu bisa percya heheh udah jelas bgt gt"
arismn05_,klarifikasi bang haha
fahrivandersar,ini kak
m.syamsll,brisik jamet
inimuhamadrifan,ini ka
raimeidi,oy classmate oy
ikhsan_dinnislam,ini kak
169.heykam,nihh pelakunya
adriansyhh7,Ini kak pelakunya
fdli_hlmwn,ini ka
_mhmdchoidir,di kak nama akunya
alfiannnn_27,kntoll
broofik,cieee caper ya?
sxhhx13,di pripat
siscafrahmawati,wkwkkwkwkwk meii
zakyraflii,ini inpo ti pusat
muktimohammad,ini pelakunya kak
dedeakhadin,kacau
rizkyamd24,ini kak
alwan_alfareza,ini pelqkunya  ??
marbunpetruccy,ampun om
hallomaxs,ini kak
annisalolla,yg ngetag2 nama pelaku asal2an woooy lah ini bukan lucu2an.. empati dkit napa??????
gilang.bna,ini ka pelakunya
zerrisdwiy11,"wah aing ketinggalan info, gara gara sibuk gawe"
massh_iyanjnwr23,emng kak punya temen konyol kalo nih
faridbdillh,ini kak
fajrfauzi,ngadi ngadi emen
kiingvnn,ckckck
dawam.ahdori,nih kak
siskaapriyy,"bnr bgt ka, korban nya aj smpe 3thn ngrsain siksaan"
ammarwildan,"nah maka nya itu kak bagi saya kurang klo terdakwa di vonis 6 tahun dan denda 1M, mudh2an ada keadilan lebih oleh penegak hukum ???? engga kebayang kalau posisi kita yg jd korban nya kak ??"
inpopandeglang,seumur hiduplah maksimal
ammarwildan,iyh bnr ka
xyz.noerla,"""maksimal 6 tahun penjara"" sementara selama 3 tahun dia diancam mati matian sampe di suruh bunuh diri sendrii? Wht? Itu yang di kata penjara maksimal 6 tahun??"
ammarwildan,"nah maka nya itu kak, kayanya 6 tahun itu pelanggaran UU ITE nya kak"
arlinaa07,knpa ga 10th/seumur hidup
ahmad.mujani,"Itu tuntutan untuk ITE nya, kasus lainnya baru mau dilaporkan"
ammarwildan,"pasti kak ada pelanggaran lain yg kasus pemerkosaan, pengancaman, dll, mudh2an penegak hukum yg seadil2 nya"
arlinaa07,semoga aja setimpal lh hukuman sma yng di lakuin pelaku itu harus setimpal. Ketimbang 6th doang MH apaan kurang jera..
ammarwildan,"iyh bener, nunggu info kembang lanjut nya"
yola.sandi,udah gak papa 6 tahun juga.daripada gak dihukum sama sekali..6 tahun udah cukup ko buat hancurin masa depan nya..kuliah belum lulus... Terus keluar dari penjara mantan Napi.. susah loh cari kerjaan mantan Napi
ammarwildan,"cukup drmn kak? Setau saya mksmal 6 thun itu baru UUD tentang ITE , blm di tambh kasus tentang pengancaman, pemerkosaan, dll kak"
dabulgian,mudah2n di kamar sell ny 1 hari kaya setahun berasa ny??
ammarwildan,iyh bnr ka
ammarwildan,aamiin
dabulgian,koment ny ilang??
ammarwildan,kok bisa yh wk
rostati.bukuanak,"Semoga berlaku adil yaa duhai para pelaku hukum. Bayangin anak perempuan kita, adik perempuan kita, yg diperlakukan seperti itu. Ooh pandeglang semoga lekas membaik kondisinya"
ammarwildan,aamiin allahumma aamiin
