user_name,comment
sraniz,"Astagfirullah, Innalillahi.. Ya Allah lindungi anak anak kami dari manusia manusia keji , dan lindungi anak anak kami dari hal hal yang membuat mereka menjadi manusia keji yang menyakiti orang lain"
mhmdripkuyy,ga habis fikri alwii
marsshha_,parah banget si ??
milenial_famz,ini salah satu mahasiswa aduh malu2 In bgt mana g di sensor lg kalo msih aktif  tindak lanjuti kalo udah lulus coba anak Untirta (akuntansi) ayoo kita bantu si korban
ratna.malika,Disarankan lapor ke KPAI (komisi perlindungan anak dan perempuan Indonesia agar mendapat perlindungan
aldinbayu04,Alwiii gobloookkkk
femi28,"ooohh ini yg lagi rame, pandeglang lagi yaa… dari atas sampe bawah gak ada bener”nya… (gak semua sih)"
mhmdrmdni.id,Sekolah tinggi otak nya rendah??
lia_shanum,Tolong kawal bang
aryyadtya,??
ali.dhiaus,gimna nih mahasiswanya
aajoy98,Malu maluin Untirta lu bg
dep.depz,Kampus harus tegas jga  kalo masih sttus kuliah. Di Hukum seberat2nya sesuai UU yg berlaku.
droppedmilkbox,Kek kulit kontol
aspahla,"Akhirnya di post disini,,"
nurafz,Lanjutanya mana min? Kok slidex selamjutnya mlh betita??
ramprimurhadi,"PANTAU TERUS, BUAT PARA JAWARA DIPERSILAKAN ??"
shwlvi_,parah bgt
azizweber,??????????
wahyui_21,Kawal
hi_j4n,Duhh gatau lgi ini mau ngtain pake hewan apa soalnya udh mirip Dajjal????
irfanulhakim_3,pandeglang nih gmn mah wkwk
sya.syarilah,bang hotmann tolonggg
petoth,Udah mulai masuk berita nasional juga nih
dayeh_ri,Astagfirullah keji banget. viralkan sejagad indonesia
im_mensch_,Widihhh yg memperkaos ternyata anak pejabat tohh??
filda.azzahra,Woeee anak UNTIRTA?!! PRODI AKUNTANSI?!! WHAT THE F*CK?!
idobe_irawan,Ini yg lg rame di Twitter.. Kalo akun partaisosmed & mazini sudah bergerak.. Siap2 di kulitin
stressed_____outt,dibantu pak
ganendra_tan,Viralkan biar dihukum setimpal
muh_wafff,Kasiann????
asep_kidal29,Emang klw anak pejabat kenapa min spill nama pejabatnya biar semua orang tau kebusukan anaknya
hariyotunggal,pak hotman bantu pak  izin tagya pak ????
markonah7789,Ya Allah gini banget hidup di Konoha??
singkongmeledakz,Pandeglang oh pandeglang ada2 aja yg bikin geger disana hadeuhh
jeki2653,Kunaon teu di paehan ku dulur2 na?????
dhiskaamoriyana,Ayolah…Banten dikenal sebagai “Membunuh tanpa Menyentuh” manfaatkan itu jika tidak adanya Keadilan di negeri ini *Tunjukan Kesaktian mu
lil_44342,"Breaking News! Terdakwa Alwi dituntut dgn tuntutan maksimal 6 tahun penjara. Jangan apresiasi Kejari Pandeglang dulu, semua ini karena kasusnya viral jika tidak viral (isi sendiri) ??"
bungaazizah00,"kasian korbannya, pelakunya harus dikasih hukuman setimpal si??"
bdd_8888,Salah satu hukum didesa dalam negri konoha. Dikebiri donk tindakan yang disengaja akan terulang kalau pelaku dibebaskan.  tolong donk saya tidak mau ada orang seperti ini menuntut ilmu dikota serang
ramadhan_fazry,"Yo bisa yo, sampe tuntas yo"
kangndan_,kasih jeraa pak
rbg.id,??
ilhampkc,"Oh ini yg dilindungi jaksa, full cuan kayanya"
faizudin_apm,untirta berani DO nggak yah? apa karena pelaku ada di sirkel pejabat jadi pada kendor?
hasanmunadi.111,Harus diajak nongkrong ama kita2 nih si alwi wkwk
goatrealthe07,Ga ada uang ga akan di proses itulah hukum
arsiah_arora,Keluarganya banyak duid sepertinya
emelex88,MUKA NYA PERJELAS LAGI BIAR ANAK ANAK UNTIRTA TAU KELAKUAN NYA
yono180513,Up up up ??????????
icnsann_,ALWI KONTOL
saepi92,DI SANTET/TELUH be lah??
chand_bhacut27,Ini kaya si Ale
bronsal87,"Akunnya dikunci. Keluarkan dari kampus, malu maluin almamater saja"
jedzappelin,Sebutkan aja eks pejabatnya siapa ...kenapa harus ditutupi  lah sia sendiri menyebarkn aib begitu enaknya
fatur.xfriendz,JAKSA PANDEGLANG MELINDUNGI PEMERKOSA????
siyanu_,ga asing mukanya...yakali lolos bos
ersya.ma,"Pelaku dapet ruang VIP??, Aowkaowk"
amoy_ulalla,Pak tolong di bantu pak
fatur.x,kebanyakan nonton jav pasti jadi t0l0l
mhmd.taufikkkk,Spill ig nya
azmynazilah,Kawal ter
bymyside270,Share terus via tiktok biar sampe pusat
papaio11,"Emg udah harus diviralin ini mah, biar para penegak hukumnya mikir² kalau mau gak sesuai jalurnya"
bymyside270,Rebbeca part beraapa ini
anstasyiaa,ini loh yg aku bilang itu
ayum.ayumi,????wz#?
ahmadsilmarillion,"Mungkin gak lama lagi akan ada netijen yang menguliti habis para oknum pelindung nya, siap siap sajalah instansi yang terkait ngadepin ganasnya netijen."
_kh0lil,Klo udh kek begini berarti backingan nya bkn maen2 guys wkkk
hafidzoh_putri_ramadani,Ngisin ngisinaken
immnurse2_,Astagfirulloh kurang ajar banget itu org
x_shun,Gk main2 . Udh mati aja kekuasaannya masih ada. Dan yg terjadi dan selalu terjadi. Viral dlu baru dihukum!!! Rakyat kecil Sudah kehilangan salah 1 dari haqnya sebagai warga negara.
d.lu5,Tag wong tuene min. Enda sebanten weruh keluargane pelaku. Enda tuman dihukum sosial karo netizen banten
nsiswoto,Baru baca di twitter eh lewat jg disini....
unirisma,Hadeuuuh..kalau gak serang.. ya banten
ny.marthin,VIRALIN AJA TUMAN
puputnvl96,ini korbannya cewe/cowo sih? jadi keder gini??
abxyyy_12,busettt brooooooo
ky_yola,Tolong di usut klo bener nih
miftahulfalah14,Deeerkeun lah ??
abibmunif,"Up, jangan sampe jadi pejabat lagi kroni kroni nya"
xtc_serang_banten,"86 di monitor, salam olahraga ??"
ahuybikecobmx,Ke goblogan yg haqiqi
andikapattalolo28,Anak pejabat gitu lohh??
ifajnurfajar,Pernah liat foto tsk nya di fb akun FB nya pun ada
dore_doree,kumaha iye dak ??
caramellatteee_27,Lagi lagi kelakuan anak pejabat
puterigumay,Jd itu pelaku dalam keadaan sadar punya dendam atau emang sakit ya?
adri.ansyah854,"Info Ngantemi alwi, Gass yu ramerame"
ratutatuyulia,Ngisinkeun orang Pandeglang aja
aanmaulanas,BIADAB
igoy_ygi,Parah sehhhh
inibukan_kake,Anak pejabat sekarang gaya nya tengil tengil kaya duit bapaknya halal aja
survive_hijrah,Sebarin foto pelaku nya klau bisa di kebiri...
akbar_elhajj,Tercermin masa depan negara ini ?? cukup 1 yang kaya gini Ya Allah. Jaga kami ??
budi_laksono15,sayambara dong biar ksih info ??
_antonwrdna12,alwi gak slamet gebukin aja
mschrlmlik,untirta lagi untirta lagi
aramanis_28,Kalo pengadilan gabisa ngasih keadilan bikin keadilan sendiri aja ambil golok bacok biarpun di penjara yg penting lega setidak nya pelaku udh matiii kasian pasti si cewe trauma
dettisp24,"Jahat banget yah, ga bisa jaga hormat manusia banget !"
nisaajauhar,"Mohon berikan sanksi seadil adilnya sanksi, kalau bisa semua kampus atau perusahaan perusahaan besar buat blacklist nama mahasiswa ini. Kalau gabisa dapet keadilan dari pihak berwajib, setidaknya dapet keadilan setimpal dari pihak pihak terkait seperti smua kampus dan perusahaan. Biar apa? Biar hidupnya sengsara dan pait ????????"
danihaeroniii,Yallah berikan jl keadilan bgi klrga korban..????
momszianamira,3 Thun?? kenapa baru d up skrg
elchristine.73,"Kalo begini rasanya setuju ada Petrus deh, khusus ngurusin org² yg beginian... Biar cepat dekat dengan Yang Maha Kuasa org² spt ini"
__fahm1,Tanggapannya ??
hellodewiie,Ngisinin univ aja jing lo !!! Hrrrrrrg !
tessatissu,Alwi alwi muka lo kaya serutan
fahri_muhammad1404,"Kekerasan main hakim sendiri gaboleh,di diemin malah menjadi jadi hadeh"
_matchaaa639,emosi banget bacanya plss ya buat cewe yg uda diginiin juga sama cowo yg suka diancem mending kalian buka suara pls:( jangan sampe bertahun tahun gitu ga kebayang hidup sama COWO GA WARAS yaallah semoga adil seadil adilnya
rony_inoy,Pandeglang tidak sedang baik-baik saja
dekaniamw,"""Ada yang janggal saat proses persidangan?"" Hmmm... pasti ada udang dibalik bakwan ??"
yyhwangg,Wah wah ????
karmilah__mc12,alumni MH jgn diem² bae??
reinardy.reizza,REPORT GA SI GAES IG NYA
zackyamanullah,Sakitttt
qwrtybi,tonjok mah dada nya ku aing
pk_gejrot,"Ga dimana mana ya, sudah budaya Indonesia, dimana keadilan hanya beberapa pihak, padahal semua sudah terbukti, kocak kocak.. Indonesia ku"
muktyy_13,Kaya duit bapak nya halal aja
raqiyf,tobat dull...
nenden1546,"Lagi,,,lagi,,,Pandeglang,,,,,,Aya naooon eta pandeglaaang??????"
helmiahmad04,Tolong dibantu tulang
arch_abdull,Minimal dikasih salam olahraga pelakunya
iniinadia,Bentar lagi diundang di TV nih kaynya wkwkkw
e.llzan,Mukanya cowoknya aja kaya k*nt*l
karlinaad_,Pandeglang akhir2 ini tenar yaa mun
nandaaa1177,"Pak Haji yang terhormat, bisa tolong ini dibantu, 3tahun bukan waktu yg sebentar untuk si korban.."
nandaaa1177,"Bocah piyik mok*ndo mencari ulah, keluarga nya siapa ini bocah gini masih di bela, yg ngebela kelakuannya sama pasti sama sama gak punya ahlak"
adeuprie,Tuul
fitriyani3309,??????????
putri_papilaya,Waduh kumaha ieu pak ?    wwwwuhhhhh ore megawe tah?
peters_cools,adili pelaku
nezzoycalung20,Satwa
smrtull,Ingfo baku tumbuk dengan beliau ini
putmarsella,Amit2
salsabil.104,Malu2in untirta aja lu bang ya allah
hasan_noxaka,Lagi-lagi anak eks pejabat
ansori25sport,"Malu maluin aja,, semoga korban di berikan kekuatan mental yaallah??"
renggaprasetya,6tahun penjara ya? Siap2 digebukin di dalam ya. Siapin mental lu??
malufatunksh,"untirta, akuntansi lagii"
fial_alamsyah,Yukk bisa yukk viralkan
riansallaa,"Lu udah merugikan banyak nama bro, saran gua sih lu harus di rukiyah"
snufkin4,Si AJG.. Malu2in alamamater UNTIRTA aje lu B390
syampii_,"Udh yatim banyak gaya alwi alealeee,kuliah bukan nye makin pinter malah bodoh ??"
kyungarif,bu tolong ini kasus di up dan sekalian selidiki kejaksaan negeri dan oknum² terlibat yang berusaha buat melindungi sipelaku
seblak.atoelpadeh.srg,duhhh ??????
yogiantartement,Cari aaah orangnya. ????????
utaymuhtar2019,"Berikan Keadilan yg se adil adil'y,, hukum seberat berat'y bagi Pelaku"
dagar_id,Usut tuntas viralkan manusia biadab
nasrul_fauzi98,Anak Pejambet ya
ubedboy_____,Pandeglang deui Pandeglang deui NU viral ??
galeri.kiyowostudio,"Terus kawal teman"" supaya pelaku mendapatkan hukuman yang seberat""nya"
dzakidzaka8,"Semua yang terlibat dan berniat jahat, saya saksi dunia mereka bakal menemui keadilan yg maha berat di akhirat dan neraka Jahannam tempat terburuk untuk mereka??????. Aamiin"
radityapratams,"Berean balsem panas tah kanjutna trus di hampelas palkon na dak, siksa saumur hirupna!!"
rinnioktav_26,viralkan biar tuntas??
wahyu_tg,Sanksi sosial jngn engga!!!
imaaimx,Hadeuhhhh
oofrdiynsh,Bajingn
fuktiatunn,Beda hahah dia D3 aku s1 ??
musadadanwar_,Tandain aja orangnya
bayu_simell,Ale alwi asu
ikhwan_.setiawan,jangan jadi sampah.
jersey_serang,"Satu hal yang harus jd catatan kita sebagai orang tua, anak adalah titipan Alloh SWT, di tengah pergaulan anak muda yg serba permisif maka perkuat pendidikan dan akhlaknya.."
iamyipp,Lagi lagi yang punya backingan makin gatau dirii! ??
dediwijaya136,Maro Dandy ke 2 nh gengs usut tuntas doang
asep_khoier07,Ringkus
masss_aliii_bray,Ayolah pak   bantu rakyat yang seperti ini. Kayanya masyarakat kecil ga akan sanggup jika berurusan dengan dewan karena mereka punya beking
raisya_alghifari,Kebanyakan yt bertingkah adalah anak..... (isi sendiri) jarang gitu ada berita anak pejabat hafidz quran wkwkkwkw
pyckunder,Waktu blm knp2 mah anteng2 aja
firman_qey,Ko bisa
zorozuro_666,Gada otaak
ada2aja_id,Ada ada ajaa
karanganbungaserang_official,Hadeeh yaah
velgrynd06,Tengil juga nih anak pejabat
shidiqfirdauss,Mohon di bantung bang
novisriwahyuniii,Ada apa dengan kota santrii
indra.wijaya.77,Info link nya
guejudi_,"gabahaya Tah,"
dhana.artup,sempat di kota kmi harapan dikebiri
a_hen_24,Bang tolong dibantu
ahmadfulloh01,Saya berharap segera lakukan hukum kebiri..
ajicakra_888,tolong  bantuan hukum ya mas
mchmmd.ar,Kawal sampe di kebiri
panggilajadoss,"Heii  kebanyakan maen karet, jd berani nya sama cw hmmm"
iwan_saproll,coba gimana ini
erdi.npratama,Mana linknya min
nunx_el_jameela,ayo tunjukan kekuatan netizen.. jangan takut skrg netizen indonesia siap mengawal sampai tuntas
metyometz,Di  ada muka full pelakunya
kicky_m2219,Bang   bang  ??????
_rizky05,"hayolah bu give Your magic ,"
firza_review,Tumben telat luurr??
bikesgarage_46,No Viral No Justice ayo ramaikan
_dimasxx,Jangan pernah pelakunya lolos dan beritanya jngn pernah tenggelem harus bener bener di usut??????
king_puttra,Lapor   coba
son_of.nohara,Ga heran sih kalo emaknya pelaku salah satu pejabat didinasty korup ini...
abd.muhyi,"pantes pengadilan gak pro ke korban, tau nya punya power nih pelaku??"
seblak.atoelpadeh.srg,????????????????
_dimasfajarnugraha,"Hukum di negeri konoha sana emng konyol mang apalagi doi dinasti sono huhu , tajem mulu kebawah giliran keatas tumpul wkwk"
shirosaurus,"gas bro, dah viral nih. Waktunya kerja"
punyacerita_22,"Min info min, tarif angkot serang-pandeglang masih stabil kah atau sudah naik?"
daydouglas94,Alwi alwi minimal kalo buruk rupa ahlak nya jangan ikut buruk. Minus kok keseluruhan.. gak ada yang bisa di pungut dikit aje gitu!!
nandaputra159,"Makanya dari itu aing mah d save bae d galeri jeung kenang"" bae tina popotongan"
muhamadriizkyn,Kelanjutan kasus nya gimna Min??
seenfrnc_,Habis dimakan zamannnn
rizallmuhammad21,No comen ??
mucthar_tisna,gimna kelanjutan kasus nya
pdgstateofrhino,"Jangan ceritakan hubungan seksual ku kepada siapapun, bahkan kepada orang terdekat sekalipun"
muez_stroomp46,Kawal terooosss min ????????
yadibantani,Kawal terus
yusuf_kamil25,Lanjutkan ??????
m.syamsll,Kalo tni oren sudah turun kelar semua masalah??
seno_ajialfaqir,Kawal terus ...
nurarifin5471,Lanjutkan
deriisuryaaa_,keren amat bang pudel
donisdrjt_,"Pelakunya mana, pasti belum ketangkep yaaa"
feri_yd,VIRAL AJA BAAAARU DI TINDAK LANJUT
dede.rusli70,Kunaon Kitu  ?
arestuputr,Laporkan ke Hotman 911
kasben_galeonk,Nungguan viral hela karek di proses ??
_5etiawann,6 tahun lu di kocokin pake madu amzon??
cogitoergoplu5,"Ga tau sih. Lu semua taukan gimana hukum dinegara ini? Kalau ga viral, ga bakal diurus ini kasus sama mereka. Memang sampah lah hukum Indonesia ini dan hampir semua praktisinya."
ilhampkc,Pasti keluarga sialwi sama kejaksaan Pandeglang pasti lagi ketar ketir nih
bavunk_bachtiar,"Sudah agenda tuntutan ?????jika viral bisa di minta, harus nya sebelum Agenda saksi atau setidaknya pembuktian,  semoga majelis bisa memberikan putusan , dengan mempertimbangkan keadilan masyarakat yg saat ini sangat mengharapkan hukuman seberatnya2 nya"
jeaye7,3 tahun.wk. Baru dilanjut sekarang. Lucu ??
rizky_ichwan_r,Pelaku tissu  ??
izalkhoir21,"Tingali bae vidiona, mun bikangna peureum beunta loba gaya berarti suka sama suka, mun engap engapan doang embe di talian karak pemeroksaan..Coba kirim link na dak.. deuk di teliti ku urang"
diitang_,Video klasipikasion nya dihapus ya:(
saefulanazz,Setelah viral..??????
ootd_fashionday,"Mdh2añ k'adilan mnyertai kita smua...klo smpe ksus ini jomplang,mari kita sanksi sosial pelaku'y"
sonhajison_,"Umur segitu lgi sibuk sibuk nya kompetitif, revenge tabrak compound lah"
gragara____,Ke polda langsung aja bang
alvnrlita,gagah amt sobat kita ini
kurniawan1809,Tolong bantu bos
liananovitaa,Kawal terus orang pandeglang
barkhfarm,"Zaman now propesi polisi, jaksa, pengacara, makin banyak dibutuhkan"
potretrichard,Seharusny udh di jerat Hukuman Mati kalau bisa ini manusia. Ataupun seumur hidup
soylenn,Kok cuma UU ITE?
bety_algi,"Sampe tuntas ya please,jangan sampe bebas tu si Ale Ale ?????? Lo udah siksa anak yatim piatu,tunggu ya balasan dr Allah"
ian___yu___,"yok warga, kalo cuma dihukum ttg UU ITE, kita rame2 hukum pelaku dan keluarganya utk kejahatan yg lain"
dwisamsulrizal40,"Ada yg ketar ketir kayaknya, terus kalau guys??"
unbeatenrrrrrr,Alwi anak haram ajg
tikka_aquariuss,Gasskennnnn pak ulh pke rem?
zamal_khan45,"Biangg,,, mantap bang,, semoga Jeraa terdakwanya dan  jadi bahan pembelajaran buat masyarakat luar,,"
hamdan_cbx,"Ko jadi ite, kan ada ancaman-ancaman, masih belum pas itu,"
ferryfey49,"Kawal terus.tuman ngke na,sugan dibalseman si Joni na lah"
toko_234kretek,KASAL trus intinya jgn smpe lolos
erdiprayandhi,Haha 6thn belum aja disogok nya pas udh dilapas paling cmn 1-2 thn penjaranya
aryaguun,"Blm bisa cari duit halal ,dah hobi ngen…"
san_tiagustina,"Sharing ya buat temen2 yang punya mata minus saya dikasih tau sama temen buat pake produk  alhamdulilah sekarang -9 silinder 2 saya turun jadi 1,25 dan silinder nya sudah sembuh  semoga membantu"
poerwa.xa,"6 tahun, gak cukup, pidana nya diproses"
kibo1086,Gak ada persidangan lain lagi kah? Kaya pemerkosaan atau pelecehan seksual atau apa? Kasian banget sama korbannya. Pasti berat banget 3 tahun kebelakang hidupnya ??
sjule_,ihh ada lengen katuhu aku disitu??
iqbalarief21,Lanjut
nandaaatris,hadeh lalier ya?? semoga ada keadilan buat korban
sangmusafir_14,Pandeglang sedang tidak baik² saja
4bitsahl,gimana ini
devanadb,ni kak pelakunya
4bitsahl,ini
agungwinarto.aw,Kawal terus sampai di penjarakan
adtyngrho,"Oyy jaksa terutama Kajari pandeglang gausa sok2an belain pelaku ya kalo gak mau disayur netizen, blunder dikit karir melayang lu harta kekayaan diobok obok habisss ??"
tubagusrizkijamil,mantap pimpinan yang satu nih??
fikafarini,Bang nih bang up
ozie_braga,"Perasaan iyeu kasus kakarak timbul, tpi langsung di sidang bae, kamana kasus ustd cabul jengjing karangtanjung gs hampir 3 Bulan can sidang bae, teu bisa garawe apa kumha eta heut"
ujanz_dartaz,Kalau ketemu orang nya pgn tak sikat. Jd nya nih??
cbustomi3,Kawal trus luuuurrrr...kasus ieu yeuuh......
azisnita,nii yg gw ceritain td
anggiasep47,Kawal trs ??
abdysatyan,Kawal sampai jebloss??
andrimr26,Punya temen ke tai
villy_fernandez,Pngn Tau Semua Anggota Kluarga SI PELAKU. WAJIB KITA BUMI HANGUSKAN TUH DENGAN SANKSI SOSIAL . TEROR JAUHI SMUA KLUARGANYA OELAKU YG BEJATNYA KYA SETAN
yusufhaetami_,ciee  jadi reporter euy??
mfyahya28,6 th ga sebanding dgn mental korban ??
fzeinna,6 tahun??? ngtd lahh
mino238901,Hukuman indonesia kek kontol secapek dan sengotot aja Netizen percuma liat aja yg udah2 . Si mario sampenskrg adem ayem aja. Kontol kontol kontol
adil_fadillahv.2,Sorot juga jaksa yang cewe itu
_icharissa,"Apa"" Harus viraaall duluuuu ?? ,"
rio_riana,mantap
muslih.putrasixth,????????
megagalee,"Tolong ditambah tuntunannya dengan perjanjian setalh bebas tidak boleh menghubungi apalagi mendekati dengan minimal jarak antar korban Dan pelaku. Biasanya Kalo ""diluar Sana"" ada perjanjian pra bebas seperti itu. Kebayang ga sih gmna nanti Klo bebasnya ga tobat? Semoga Allah berii hidayah"
dodybabeh,bocil udah gede gil??
ultramen_sakti97,Oh ini yang katanya anak mantan pejabat
tiarisma,kawal terus...
same.1011,Kalo udah viral baru diproses ku jaksa. Pandeglang kacau??
sellyhandayani74,"6 Tahun berasa kurang.. Untuk hukuman pelaku kekerasan, pemerkosaan.. Hukuman yg pass itu Hukuman seumur hidup.."
karinarinzani,Ketinggalan info
itafitriyani05,Tambahin lg dong jangan 6 tahun terlalu sebentar dengan apa yg di lakukan oleh si pelaku ke si korban..
inikimh,Bravo
alpino.pratama.940,Gasss
herrrr03,Wajib Seumur hidup woyyyy
zenny_arief,"Info nonyo ndas e min,, beh Aq sing ndue adik cewek ketar ketir"
tajumiiiiii,"abisin di dalam sel, gausah ngomong kemanusiaan kalau alurnya kaya gini...??"
mirfangani,Kasus apa ini?
permana.grab82,Podarkan podarkan podarkan .  Kawal terus bang . ????
fajar_ajie03,"Sebelum sidang masuk sel kagak, kaya yang lain? Kalau kagak serahin aja ke warga gak perlu nunggu sidang!!"
rostati.bukuanak,"Semoga korban dapat keadilan. Pelaku dihukum sesuai dg kesalahannya, terlepas anak siapapun dia. Bayangin kalo itu terjadi pada kita, sebagai perempuan. Sungguh kamu kuat banget bisa bertahan selama 3 tahun."
lilis_prhtni99,"6 tahun kurang maksimal, dia(korban) rusak segala galanya, rusak msa depan, marawah sebagai perempuan, mental segala macem.. Nah si setan(pelaku) ngejalanin hukuman cuma segitu sedangkan si korban gila gilaa belum lagi traumanya yg bakalan terus2 keinget.."
remaja24_06,"Saya suka cara penyampaian Anda Bung, anda keren ????????"
gegengggg,Alhamdulillah
rreztianjani,"kok cuma hukuman UU ITE , hukuman pemerkosaan , pemerasan dan kekerasannya gimana? ??"
deevin17,"Gas, laporkan semua hukumannya. Itumah udh jiwa pesikopat. Kalo dibiarin bakalan banyak korban nantinya. Belom lagi kalo dia nikah. Nasip istrinya bakal gimana. Sama cwe yg bukan siapa siapanya aja berani lakuin itu!!"
azk9095,"Harusnya tersangka kena pasal berlapis ITE, penganiayaan, teror, pemerasan, pemerkosaan."
infocibaliung_,Ini di tangkap nya di mana
fadly_dendya,"mana video nya min, kirimin ya"
umikia29,"Semoga ada keadilan, sakit rasanya ya Allah meskipun saya bukan keluarga y ????"
kanahayadjuanda,"ya Allah anak kadis bejat amat ya, a...... Miris..."
ikraral757,"Spill aja muka nya biar kami pada tau, knapa foto pelaku di blur? Gmna masyarakat mau tau"
hanestiawan,Pelaku nya siapa min tsk nya ?
kikik_tripang,Hililh Kasus kyk gni gercep.
dikirain.siapa,"Pelajaran tuh buat ciwi2, udah taukan Pacaran dilarang, klo ada tanda2 bakal nganu2 mendingan ngehidar atau nolak"
om_uup,Mukanya Jangan di blur
kubil_clip,"Kacau kacau di up terus baru di tangkap, semoga tidak drama ya"
ramprimurhadi,"ngga usah diblur wajah pelakunya, sekalian disebar seperti cara dia"
awisbratha89,telanjangi arak kliling alun2 pandeglang
mciserangofficial,Ini bocah punya keluarga gak? Jahat banget otak n perilakunya
brokiiiiiiii,Yaelah cil cara biar ga ditinggalin cewe nya receh bgt kaga berkelas cil cara nya udh ga kepake cim ini udah thn 2023
iyutflyy,Bukan laki2 sejati
abd.muhyi,"lah dele maning gh bebas, lamun ore kuh hukumane ringan... PREEEETTT"
hiromerah,Kenapa selalu di blur sih ??
nchiemanyil,Semoga kita dijauhkan dari pasangan model beginian ya Allah ??
irfansyah_21,Anak pejabat kelakuan laknat
haritsyah_mhd,"BIADAB  BIADAB  itu Pelaku , kasihan si korban , Hukum seberat berat nya"
ecohome_mesum,kapan ecohome citra raya digrebek.... banyak pasangan mesummm
ndin_muhammad,Ga bisa di harapkan dari provinsi tertinggal yg berbasis dinasty monarki ini
lela.nur512,Serem amat sih... ??????
diazghfa,Gausah diblur kocak
omat24_,Apakah dikebiri? Semoga saja di kebiri
alfaafff,Ampunn aing
oz4nn._,ALE KEBANYAKAN MAKAN TAI LO!
nw_imron,parah bener lu ya
ranuraff,heran bgt sama pandeglang wkwk
tengkurfli_,Well played
rohmanline12,"Lawan jangan takut selagi di jalan kebenaran,gada yg di takuti di dunia ini mah ntah itu anak pejabat sekelas presiden pun lawan jika kita benar, gausah takut sama manusia semua sama aja di mata allah"
ipanwanul,duhh gusti
tn.rendi,semoga cepat selsai yah masalahnya saya pun pernah dalam kondisi begini ??
eufroshine.a,Ga nyangka le
niiaapandi,"Harus memaafkan, bijaksana dan mengikhlaskan. Tercengang aing bacana"
kaumterdahulu,"Ada ya yang begini di kabupaten kecil, hadeuh"
inikimh,Kasih tau wakil rakyat
aul.lamm_,Mohon perhatian dan pengertian nya kepada bapak/ibu     ??
btyhaa_,Ibu   tolong di bantu ini warga nya
ratnawiiw03,Harusnya lapor ke lambe turah biar viral tuh pelaku ??
gaduhnenkthea,"Tolong ini di tindak lanjuti dan berikan penanganan yg sesuai, berikan perlindungan juga kepada keluarga korban, jgn sampai ada intimidasi dari keluarga tersangka atau pihak lainnya,"
aripin_latip,Mohon dibantu
kiky.san,"Bantu up , jangan ada kata damai ."
j_araiss,tolong dibantu untuk korban ??
pacarmin9yu__k,"Btw   ini akun si pelaku guys, nemu di twitter"
adamphobiia_,"Teangan info budakna Bade di ajak ngopi ku urang, asli geugeut jasa??"
treadimahfud,Info ibu kejaksaan nya biar di serbu warga pandeglang
miladewi93,Netizen pliss udah tau kan harus gimana untuk  kasus ini semoga korban dan keluarga mendapat keadilan aamiin ??
windyjulyhanz,"gila sih tp bnyk bgt oknum cwo d pandeglang yg tukg gebukin cwe ??ini baru 1 d antara bnyk nya kasus d pandeglang , bnyk perempuan2 pandeglang yg sering dpt kekerasan dr laki laki ."
enniless_,"monggo ditunggu klarifikasinya,sangat di sayangkan kasus seperti ini malah di biarkan"
mry.skye_,cabul dei bae dak
forum_mahasiswa_cibitung,Pantesan ibu  diem2 aja ternyata pernah Poto bareng keluarga pelaku ya ? Pas bapak nya masih hidup
firdaus_cech,Atuh disikat Bae sihh KA Imah kolot na tuman amat wa
poerwa.xa,"Baru selesai kasus satu, ada kasus lainnya, 3 tahun lumayan lama. Semoga ada keadilan.      eta si Alwi babaturan maneh lain?"
infowisatabanten,"Hati hati dalam pergaulan. Mau sekolah kamu sampe amerika klo pergaulan asal asalan pasti rusyakk. Jadikan pelajaran, jangan terlalu percaya sama seseorang"
abah_hendrickshinaga,DUID DUID DUID ....
rizky_ichwan_r,IBU KAJARI PUNTEN ????
bary4soul,Semoga keadilan dapat ditegakan dengan seadil2nya.
doyan_turu13,bapakkkkkk
muez_stroomp46,????????????
poerwa.xa,viralkeun bos
albirachman,Polisi itu serba bisa..dan gampang untuk mengungkap semua ini......
ridwaniham,"Waduh min sangat miris juga saya liat berita2 yg makin marak tindak kejahatan, semacam sosmed makin d gunakan hal tidak benar,  d kordinir min ke menkopolhukam biar bisa tera tasi dan s pelaku d tindak tegas biar tidak ada korban lagi, dan yg jadi korban min d minta perhatian khusus.,"
kangfotoid,mohon di bantu bu ????
tiwipratiwiii_,"ayo dong polisi bantu,,,,jangan cuma incer jabatan doang polisi,nikmatin duit gajian  tapi gabisa nangkep pelaku kekerasan??????"
idunkdervart,up.
aziz_ranamanggala,Gila kali kasus kaya gini korban diminta memaafkan dan mengikhlaskan
opay_chaos,"Gw baru aja baca tread nya di twitter,emng anjing bat dah ni cowok..harus di rujak cowok model kaya bgtu mah..ngerakeun kaum adam"
fathurr_2101,min!
hey.b1ntang_,ngeri cok
enungnh5,Kumaha iyeu Buu
rostati.bukuanak,"Astagfirullah, semoga korban dapet keadilan se adil adilnya. Tertekan banget pasti"
ratna0199,Ih soso an amat hirup th
